"ath1_probe";"probe_target_number";"FC_35LFY_Ler_GSE911";"pfp_35LFY_Ler_GSE911";"P.value_35LFY_Ler_GSE911";"FC_DexCyclo_Cyclo_GSE911";"pfp_FC_DexCyclo_Cyclo_GSE911";"P.value_FC_DexCyclo_Cyclo_GSE911";"FC_DEX_MOCK_GSE911";"pfp_DEX_MOCK_GSE911";"P.value_DEX_MOCK_GSE911";"FC_LFYGR_WT_GSE28062";"pfp_LFYGR_WT_GSE28062";"P.value_LFYGR_WT_GSE28062"
"247795_at";2895;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4068;"0.0021";"0"
"247807_at";2907;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.1914;"0";"0"
"247819_at";2919;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.3272;"0,0004";"0"
"247835_at";2935;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.1854;"0,0001";"0"
"247845_at";2945;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4717;"0.0258";"0,0004"
"247856_at";2956;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6626;"0.0425";"0.0019"
"247857_at";2957;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.7342;"0.0952";"0.0053"
"247869_at";2969;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.3996;"0.0019";"0"
"247882_at";2982;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.2858;"0,0002";"0"
"247887_at";2987;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3768;"0.0779";"0.0026"
"247888_at";2988;NA;NA;NA;NA;NA;NA;NA;NA;NA;18.1083;"0";"0"
"247903_at";3003;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4995;"0.0062";"0,0001"
"247904_at";3004;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5827;"0.0185";"0,0006"
"247916_at";3016;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.377;"0.0631";"0.0018"
"247922_at";3022;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.1847;"0";"0"
"247949_at";3049;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.1727;"0";"0"
"247951_at";3051;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5945;"0.0179";"0,0006"
"247952_at";3052;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.5676;"0.0354";"0,0007"
"247954_at";3054;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6343;"0.0274";"0.0011"
"247955_at";3055;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6788;"0.0454";"0.002"
"247979_at";3079;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.6747;"0.0054";"0,0001"
"247980_at";3080;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.2948;"0,0002";"0"
"247985_at";3085;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6949;"0.0598";"0.0029"
"248003_at";3103;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5853;"0.0181";"0,0006"
"248017_at";3117;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6293;"0.0313";"0.0013"
"248020_at";3120;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4778;"0.0311";"0,0006"
"248028_at";3128;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5867;"0.016";"0,0005"
"248030_at";3130;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4891;"0.0365";"0,0008"
"248046_at";3146;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.7359;"0.0958";"0.0054"
"248058_at";3158;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6593;"0.0349";"0.0015"
"248074_at";3174;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3616;"0.0837";"0.0029"
"248104_at";3204;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5301;"0.0101";"0,0003"
"248132_at";3232;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6635;"0.0404";"0.0018"
"248133_at";3233;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.7355;"0.0926";"0.0051"
"248153_at";3253;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.3447;"0,0005";"0"
"248154_at";3254;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.1863;"0";"0"
"248164_at";3264;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4854;"0.006";"0,0001"
"248172_at";3272;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5622;"0.0132";"0,0004"
"248192_at";3292;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.502;"0.0257";"0,0005"
"248193_at";3293;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3955;"0.051";"0.0013"
"248197_at";3297;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.7171;"0.0813";"0.0043"
"248204_at";3304;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6887;"0.0519";"0.0024"
"248205_at";3305;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6005;"0.0308";"0.0012"
"248213_at";3313;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.2601;"0,0001";"0"
"248230_at";3330;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.1908;"0";"0"
"248237_at";3337;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6574;"0.0446";"0.002"
"248238_at";3338;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6748;"0.043";"0.0019"
"248240_at";3340;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4671;"0.0377";"0,0008"
"248243_at";3343;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.5169;"0.0248";"0,0004"
"248246_at";3346;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5447;"0.0111";"0,0003"
"248271_at";3371;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6109;"0.021";"0,0007"
"248277_at";3377;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6379;"0.0291";"0.0011"
"248280_at";3380;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.6258;"0.0106";"0,0001"
"248315_at";3415;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4115;"0.0722";"0.0022"
"248335_at";3435;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.346;"0,0005";"0"
"248348_at";3448;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4632;"0.0462";"0.0011"
"248381_at";3481;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4027;"0.0501";"0.0013"
"248391_at";3491;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.602;"0.0108";"0,0001"
"248392_at";3492;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.3819;"0.0013";"0"
"248394_at";3494;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3245;"0.0963";"0.0036"
"248404_at";3504;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4582;"0.0042";"0,0001"
"248423_at";3523;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4188;"0.0026";"0"
"248432_at";3532;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.9277;"0.0012";"0"
"248443_at";3543;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.6456;"0.0146";"0,0002"
"248466_at";3566;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6237;"0.0246";"0,0009"
"248491_at";3591;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3632;"0.0672";"0.002"
"248526_at";3626;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3283;"0.0972";"0.0037"
"248527_at";3627;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.6563;"0.0064";"0,0001"
"248551_at";3651;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.5131;"0.0193";"0,0003"
"248559_at";3659;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.2057;"0";"0"
"248565_at";3665;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3602;"0.084";"0.0029"
"248566_s_at";3666;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.143;"0.0861";"0.0031"
"248572_at";3672;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.5401;"0.017";"0,0002"
"248596_at";3696;NA;NA;NA;NA;NA;NA;NA;NA;NA;6.8452;"0";"0"
"248619_at";3719;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5339;"0.0108";"0,0003"
"248623_at";3723;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6094;"0.0291";"0.0011"
"248625_at";3725;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.5649;"0.0218";"0,0003"
"248646_at";3746;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.647;"0.0324";"0.0013"
"248684_at";3784;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.2645;"0,0001";"0"
"248685_at";3785;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.353;"0,0006";"0"
"248686_at";3786;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4893;"0.0065";"0,0001"
"248693_at";3793;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.5832;"0.0169";"0,0002"
"248713_at";3813;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6027;"0.0191";"0,0006"
"248765_at";3865;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6668;"0.0449";"0.002"
"248766_at";3866;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.786;"0.0024";"0"
"248793_at";3893;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.49;"0.0217";"0,0003"
"248799_at";3899;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.413;"0.0458";"0.0011"
"248819_at";3919;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.3549;"0,0008";"0"
"248820_at";3920;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5816;"0.0151";"0,0005"
"248839_at";3939;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.2242;"0";"0"
"248842_at";3942;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3516;"0.0748";"0.0024"
"248861_at";3961;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6355;"0.0267";"0.001"
"248870_at";3970;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6836;"0.0529";"0.0025"
"248886_at";3986;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4446;"0.0327";"0,0006"
"248908_at";4008;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6266;"0.0258";"0.001"
"248912_at";4012;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6812;"0.0455";"0.0021"
"248921_at";4021;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.683;"0.054";"0.0026"
"248942_at";4042;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4046;"0.0502";"0.0013"
"248962_at";4062;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4174;"0.0434";"0.001"
"248964_at";4064;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6048;"0.0267";"0.001"
"248968_at";4068;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6675;"0.0393";"0.0017"
"249008_at";4108;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.582;"0.0169";"0,0005"
"249010_at";4110;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.687;"0.0689";"0.0035"
"249011_at";4111;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6869;"0.0516";"0.0024"
"249012_at";4112;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4448;"0.0035";"0,0001"
"249015_at";4115;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.7367;"0.0906";"0.005"
"249024_at";4124;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3607;"0.074";"0.0023"
"249027_at";4127;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6866;"0.0498";"0.0023"
"249037_at";4137;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.1121;"0,0002";"0"
"249045_at";4145;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.713;"0.0751";"0.0039"
"249046_at";4146;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.46;"0.0044";"0,0001"
"249051_at";4151;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5663;"0.0177";"0,0006"
"249055_at";4155;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6905;"0.0777";"0.0041"
"249057_at";4157;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5953;"0.0176";"0,0006"
"249059_at";4159;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.501;"0.0062";"0,0001"
"249071_at";4171;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.0736;"0,0005";"0"
"249087_at";4187;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4786;"0.0053";"0,0001"
"249104_at";4204;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.3767;"0.0011";"0"
"249109_at";4209;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5603;"0.0127";"0,0004"
"249113_at";4213;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.5106;"0.0344";"0,0007"
"249115_at";4215;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6333;"0.0275";"0.0011"
"249126_at";4226;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.1271;"0,0002";"0"
"249134_at";4234;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6628;"0.051";"0.0024"
"249165_at";4265;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4166;"0.0457";"0.0011"
"249167_at";4267;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6587;"0.0833";"0.0044"
"249189_at";4289;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.5486;"0.019";"0,0003"
"249191_at";4291;NA;NA;NA;NA;NA;NA;NA;NA;NA;9.5108;"0";"0"
"249195_s_at";4295;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4406;"0.0519";"0.0013"
"249211_at";4311;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.2194;"0";"0"
"249214_at";4314;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6895;"0.0526";"0.0025"
"249219_at";4319;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3819;"0.0644";"0.0019"
"249221_at";4321;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3748;"0.0955";"0.0035"
"249230_at";4330;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.5279;"0.0232";"0,0004"
"249234_at";4334;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.499;"0.0062";"0,0001"
"249303_at";4403;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6691;"0.0396";"0.0017"
"249306_at";4406;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.601;"0.021";"0,0007"
"249325_at";4425;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.5076;"0.0194";"0,0003"
"249329_at";4429;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.596;"0.0201";"0,0007"
"249332_at";4432;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6668;"0.04";"0.0017"
"249337_at";4437;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.9904;"0";"0"
"249375_at";4475;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.8338;"0.0023";"0"
"249377_at";4477;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3586;"0.0778";"0.0026"
"249383_at";4483;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.289;"0,0002";"0"
"249439_at";4539;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4879;"0.0088";"0,0002"
"249459_at";4559;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5677;"0.0155";"0,0005"
"249467_at";4567;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4266;"0.0026";"0"
"249481_at";4581;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.1956;"0";"0"
"249487_at";4587;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4116;"0.0462";"0.0011"
"249493_at";4593;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3682;"0.078";"0.0026"
"249497_at";4597;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.742;"0.0036";"0"
"249580_at";4680;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5332;"0.0091";"0,0002"
"249610_at";4710;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.383;"0.0608";"0.0017"
"249618_at";4718;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5607;"0.0177";"0,0006"
"249640_at";4740;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3764;"0.0614";"0.0017"
"249650_at";4750;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3841;"0.0771";"0.0025"
"249668_at";4768;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5591;"0.0155";"0,0005"
"249709_at";4809;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.425;"0.0027";"0"
"249719_at";4819;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6943;"0.0574";"0.0028"
"249755_at";4855;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4127;"0.003";"0"
"249759_at";4859;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4095;"0.058";"0.0016"
"249775_at";4875;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6726;"0.0848";"0.0046"
"249784_at";4884;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.534;"0.0164";"0,0002"
"249790_at";4890;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.6091;"0.0076";"0,0001"
"249791_at";4891;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4428;"0.0037";"0,0001"
"249798_at";4898;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.7146;"0.0046";"0"
"249800_at";4900;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.311;"0,0003";"0"
"249838_at";4938;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3483;"0.081";"0.0027"
"249853_at";4953;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3808;"0.0733";"0.0023"
"249858_at";4958;NA;NA;NA;NA;NA;NA;NA;NA;NA;8.9173;"0";"0"
"249863_at";4963;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3441;"0.0862";"0.0031"
"249869_at";4969;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6896;"0.0487";"0.0022"
"249911_at";5011;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5715;"0.017";"0,0005"
"249918_at";5018;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.408;"0.0021";"0"
"249933_at";5033;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.0194;"0,0005";"0"
"249942_at";5042;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.2352;"0,0001";"0"
"249955_at";5055;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.7805;"0.0049";"0"
"249965_at";5065;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4666;"0.0492";"0.0012"
"249969_at";5069;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6282;"0.0248";"0,0009"
"249988_at";5088;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6957;"0.0521";"0.0025"
"249996_at";5096;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.66;"0,0001";"0"
"250002_at";5102;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.3906;"0.0016";"0"
"250018_at";5118;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4222;"0.0458";"0.0011"
"250045_at";5145;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5726;"0.0145";"0,0004"
"250062_at";5162;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5354;"0.0135";"0,0004"
"250090_at";5190;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5834;"0.0348";"0.0015"
"250097_at";5197;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.5108;"0.0218";"0,0004"
"250103_at";5203;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.367;"0.001";"0"
"250108_at";5208;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.378;"0.0013";"0"
"250113_at";5213;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4405;"0.0414";"0,0009"
"250114_s_at";5214;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.7165;"0.0038";"0"
"250127_at";5227;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4174;"0.0413";"0,0009"
"250137_at";5237;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3455;"0.0985";"0.0038"
"250141_at";5241;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6069;"0.0199";"0,0007"
"250149_at";5249;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6577;"0.0377";"0.0016"
"250152_at";5252;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5597;"0.0124";"0,0004"
"250155_at";5255;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4167;"0.003";"0"
"250156_at";5256;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3457;"0.0928";"0.0034"
"250182_at";5282;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.9871;"0.0015";"0"
"250184_at";5284;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4202;"0.0391";"0,0008"
"250201_at";5301;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4876;"0.0076";"0,0002"
"250207_at";5307;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.47;"0.0321";"0,0006"
"250208_at";5308;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6536;"0.0393";"0.0017"
"250216_at";5316;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.3256;"0,0004";"0"
"250223_at";5323;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.2442;"0,0001";"0"
"250243_at";5343;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3908;"0.0538";"0.0014"
"250252_at";5352;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4727;"0.0047";"0,0001"
"250258_at";5358;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.3367;"0,0005";"0"
"250264_at";5364;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6399;"0.0303";"0.0012"
"250268_s_at";5368;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.451;"0.0037";"0,0001"
"250277_at";5377;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4185;"0.0026";"0"
"250284_at";5384;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4443;"0.0462";"0.0011"
"250287_at";5387;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.2476;"0,0002";"0"
"250292_at";5392;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.7327;"0.0035";"0"
"250300_at";5400;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.4676;"0,0001";"0"
"250323_at";5423;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5437;"0.0102";"0,0003"
"250326_at";5426;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.7106;"0.0034";"0"
"250333_at";5433;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.8195;"0.0018";"0"
"250344_at";5444;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.446;"0.0048";"0,0001"
"250346_at";5446;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.7176;"0.0712";"0.0036"
"250366_at";5466;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5368;"0.01";"0,0003"
"250396_at";5496;NA;NA;NA;NA;NA;NA;NA;NA;NA;7.7317;"0";"0"
"250399_at";5499;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.5633;"0.016";"0,0002"
"250426_at";5526;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.489;"0.0062";"0,0001"
"250438_at";5538;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4583;"0.0042";"0,0001"
"250443_at";5543;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4915;"0.0058";"0,0001"
"250446_at";5546;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6369;"0.0403";"0.0018"
"250447_at";5547;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.7111;"0.0062";"0,0001"
"250448_at";5548;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.5169;"0.0193";"0,0003"
"250449_at";5549;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.714;"0.0034";"0"
"250450_at";5550;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.502;"0.0069";"0,0002"
"250463_at";5563;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6836;"0.0512";"0.0024"
"250467_at";5567;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.0858;"0";"0"
"250472_at";5572;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6286;"0.0465";"0.0021"
"250485_at";5585;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.2343;"0,0001";"0"
"250490_at";5590;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4451;"0.0035";"0,0001"
"250505_at";5605;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6871;"0.0631";"0.0031"
"250509_at";5609;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.0906;"0";"0"
"250533_at";5633;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.1442;"0";"0"
"250565_at";5665;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4967;"0.006";"0,0001"
"250566_at";5666;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5309;"0.0093";"0,0002"
"250569_at";5669;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6806;"0.0498";"0.0023"
"250589_at";5689;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.6617;"0.0058";"0,0001"
"250600_at";5700;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5401;"0.0099";"0,0003"
"250615_at";5715;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3457;"0.0852";"0.003"
"250616_at";5716;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.0308;"0,0003";"0"
"250617_at";5717;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.512;"0.0192";"0,0003"
"250633_at";5733;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.5362;"0.0164";"0,0002"
"250644_at";5744;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3895;"0.0572";"0.0015"
"250665_at";5765;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3277;"0.0937";"0.0035"
"250666_at";5766;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.8378;"0.0018";"0"
"250676_at";5776;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3214;"0.0978";"0.0037"
"250680_at";5780;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.5879;"0.0099";"0,0001"
"250689_at";5789;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4292;"0.0031";"0"
"250690_at";5790;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.2765;"0,0002";"0"
"250694_at";5794;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6187;"0.0234";"0,0008"
"250699_at";5799;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.7152;"0.0057";"0,0001"
"250719_at";5819;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.3341;"0,0005";"0"
"250745_at";5845;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4097;"0.0628";"0.0018"
"250758_at";5858;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.7182;"0.0778";"0.0041"
"250775_at";5875;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.5423;"0.0192";"0,0003"
