"ath1_probe";"probe_target_number";"FC_35LFY_vs_LER";"pfp_35LFY_vs_LER_down";"P.value_35LFY_vs_LER_down";"pfp_35LFY_vs_LER_up";"P.value_35LFY_vs_LER_up"
"245260_at";"360";"1.0887";"0.9966";"0.7851";"1.0553";"0.2384"
"245261_at";"361";"0.9883";"1.2019";"0.2902";"1.0293";"0.8652"
"245262_at";"362";"1.3043";"1.0329";"0.9887";"0.5467";"0.0248"
"245263_at";"363";"0.8958";"0.8675";"0.1134";"1.0577";"0.9475"
"245264_at";"364";"0.9819";"1.1422";"0.2555";"1.3542";"0.5886"
"245265_at";"365";"1";"1.0698";"0.5847";"1.0746";"0.627"
"245266_at";"366";"1.3803";"1.026";"0.9934";"0.4432";"0.0145"
"245267_at";"367";"0.7142";"0.445";"0.0168";"1.0463";"0.9801"
"245268_at";"368";"0.8639";"0.8436";"0.1039";"1.0439";"0.8922"
"245269_at";"369";"1.0316";"1.3438";"0.5075";"1.2781";"0.4252"
"245270_at";"370";"0.9309";"1.0884";"0.2219";"1.0039";"0.8077"
"245271_at";"371";"1.1896";"1.0018";"0.795";"0.7932";"0.0918"
"245272_at";"372";"1";"1.0698";"0.5847";"1.0746";"0.627"
"245273_at";"373";"0.9489";"1.1326";"0.2477";"0.9853";"0.7485"
"245274_at";"374";"1.0041";"1.3065";"0.4236";"1.2898";"0.4716"
"245275_at";"375";"1";"1.0698";"0.5847";"1.0746";"0.627"
"245276_at";"376";"0.9334";"1.101";"0.2284";"1.0061";"0.8134"
"245277_at";"377";"0.8433";"0.7209";"0.066";"1.0521";"0.9697"
"245278_at";"378";"0.95";"1.0681";"0.2093";"0.9067";"0.6594"
"245279_at";"379";"1.0607";"0.9047";"0.6271";"1.0562";"0.2392"
"245280_at";"380";"1.187";"1.2012";"0.2894";"0.7346";"0.0714"
"245281_at";"381";"0.9526";"1.1842";"0.2791";"0.9997";"0.7985"
"245282_at";"382";"0.9475";"1.1382";"0.2528";"0.9866";"0.7636"
"245283_at";"383";"1.0149";"0.9982";"0.7889";"1.2194";"0.3579"
"245284_at";"384";"0.824";"0.6589";"0.0514";"1.0454";"0.9816"
"245285_s_at";"385";"0.7661";"0.5323";"0.0275";"1.0372";"0.9884"
"245286_at";"386";"1.1375";"1.0594";"0.9535";"0.8327";"0.1093"
"245287_at";"387";"1.1513";"1.0584";"0.9575";"0.81";"0.0994"
"245288_at";"388";"1.0255";"1.3069";"0.4388";"1.2574";"0.3977"
"245289_at";"389";"1.2718";"1.0318";"0.9894";"0.5824";"0.0319"
"245290_at";"390";"0.905";"0.9935";"0.1722";"1.2878";"0.4858"
"245291_at";"391";"0.9204";"1.0482";"0.199";"1.0031";"0.8053"
"245292_at";"392";"0.9554";"1.062";"0.205";"1.0484";"0.9067"
"245293_at";"393";"0.9985";"1.307";"0.4271";"1.2877";"0.5004"
"245294_at";"394";"1.0736";"0.9765";"0.7354";"1.0796";"0.2569"
"245295_at";"395";"1.1054";"0.9872";"0.7627";"0.9306";"0.1606"
"245296_at";"396";"3.0755";"1.0024";"1";"0.0334";"0.0001"
"245297_at";"397";"1.1747";"1.0577";"0.9601";"0.7385";"0.0726"
"245298_at";"398";"1";"1.0698";"0.5847";"1.0746";"0.627"
"245299_at";"399";"0.8871";"0.8412";"0.103";"1.0561";"0.9554"
"245300_at";"400";"0.9702";"1.188";"0.2811";"1.0155";"0.8396"
"245301_at";"401";"1.1436";"1.0588";"0.9569";"0.815";"0.1007"
"245302_at";"402";"0.7397";"0.4702";"0.0196";"1.0324";"0.9916"
"245303_at";"403";"1.0583";"1.3965";"0.5647";"1.2301";"0.3688"
"245304_at";"404";"1.0468";"1.0577";"0.8881";"1.0474";"0.2341"
"245305_at";"405";"0.7476";"0.4815";"0.0213";"1.0364";"0.9891"
"245306_at";"406";"0.7245";"0.4418";"0.0164";"1.0263";"0.9946"
"245307_at";"407";"1.1435";"1.0605";"0.897";"0.8507";"0.1174"
"245308_at";"408";"0.9762";"1.2196";"0.3044";"0.9663";"0.711"
"245309_at";"409";"0.9056";"0.8937";"0.1249";"1.0573";"0.946"
"245310_at";"410";"1.2843";"1.0364";"0.9864";"0.5743";"0.03"
"245311_at";"411";"0.8805";"0.8291";"0.0968";"1.056";"0.9565"
"245312_at";"412";"1";"1.0698";"0.5847";"1.0746";"0.627"
"245313_at";"413";"1.0173";"1.0023";"0.7964";"1.2192";"0.3579"
"245314_at";"414";"1";"0.9825";"0.7508";"1.2802";"0.429"
"245315_at";"415";"1.233";"1.0396";"0.984";"0.6395";"0.0452"
"245316_at";"416";"1.0448";"1.0576";"0.8875";"1.0623";"0.2437"
"245317_at";"417";"0.7784";"0.5469";"0.0306";"1.036";"0.9896"
"245318_at";"418";"1.1752";"1.0522";"0.9701";"0.747";"0.0758"
"245319_at";"419";"0.8697";"0.7948";"0.0858";"1.0543";"0.962"
"245320_at";"420";"1.1116";"0.9991";"0.7904";"0.9902";"0.194"
"245321_at";"421";"0.9483";"1.1307";"0.2465";"0.989";"0.768"
"245322_at";"422";"1";"1.0698";"0.5847";"1.0746";"0.627"
"245323_at";"423";"0.9481";"1.1077";"0.232";"0.9859";"0.7399"
"245324_at";"424";"1.0777";"1.0651";"0.9147";"0.9634";"0.18"
"245325_at";"425";"0.2328";"0.005";"0";"1.0009";"1"
"245326_at";"426";"1.0532";"0.9803";"0.7435";"1.1771";"0.3194"
"245327_at";"427";"1.1643";"1.0576";"0.8874";"0.7728";"0.0846"
"245328_at";"428";"1";"1.0698";"0.5847";"1.0746";"0.627"
"245329_at";"429";"1.8107";"1.0081";"0.9997";"0.1278";"0.0011"
"245330_at";"430";"0.913";"0.9464";"0.1488";"1.2405";"0.3799"
"245331_at";"431";"0.7868";"0.5684";"0.0341";"1.0464";"0.98"
"245332_at";"432";"1.0781";"0.892";"0.6162";"1.1908";"0.3325"
"245333_at";"433";"1.097";"1.0653";"0.9314";"0.9133";"0.1512"
"245334_at";"434";"1.0145";"1.0006";"0.793";"1.2405";"0.3797"
"245335_at";"435";"1";"1.0698";"0.5847";"1.0746";"0.627"
"245336_at";"436";"1.2014";"1.0501";"0.9737";"0.6943";"0.059"
"245337_at";"437";"0.9196";"0.9797";"0.1642";"0.9815";"0.7263"
"245338_at";"438";"0.7889";"0.5791";"0.0356";"1.0439";"0.9828"
"245339_at";"439";"1.01";"1.2858";"0.3786";"1.1881";"0.329"
"245340_at";"440";"1.1406";"1.0629";"0.9438";"0.842";"0.1133"
"245341_at";"441";"0.9338";"0.9762";"0.1631";"1.0794";"0.257"
"245342_at";"442";"0.9871";"1.3223";"0.468";"1.3612";"0.5972"
"245343_at";"443";"4.4139";"1.0011";"1";"0.0107";"0"
"245344_at";"444";"0.9961";"1.3049";"0.4078";"1.287";"0.4821"
"245345_at";"445";"1";"1.0698";"0.5847";"1.0746";"0.627"
"245346_at";"446";"1.079";"1.0649";"0.916";"0.9751";"0.1857"
"245347_at";"447";"1.1452";"1.0579";"0.9584";"0.8089";"0.0989"
"245348_at";"448";"1.2774";"1.0344";"0.9878";"0.5766";"0.0303"
"245349_at";"449";"0.6118";"0.2289";"0.0041";"1.0189";"0.9977"
"245350_at";"450";"1.0554";"1.0593";"0.8921";"1.0258";"0.2182"
"245351_at";"451";"0.9536";"1.2583";"0.3397";"1.38";"0.6098"
"245352_at";"452";"0.8378";"0.7595";"0.0759";"0.9986";"0.7924"
"245353_at";"453";"1";"1.0698";"0.5847";"1.0746";"0.627"
"245354_at";"454";"0.9417";"1.1057";"0.2309";"0.9767";"0.7208"
"245355_at";"455";"1.0611";"1.0624";"0.9033";"1.0119";"0.2067"
"245356_at";"456";"1.0195";"0.9742";"0.7036";"1.2667";"0.4061"
"245357_at";"457";"0.9445";"1.1351";"0.2493";"0.999";"0.7936"
"245358_at";"458";"1.096";"1.0656";"0.9257";"0.9137";"0.1499"
"245359_at";"459";"1.2975";"1.0286";"0.9918";"0.5455";"0.0251"
"245360_at";"460";"1.1179";"1.064";"0.9402";"0.8563";"0.1201"
"245361_at";"461";"1.0017";"1.3279";"0.48";"1.3149";"0.5366"
"245362_at";"462";"1.1654";"1.0594";"0.9555";"0.7847";"0.0895"
"245363_at";"463";"1";"1.0698";"0.5847";"1.0746";"0.627"
"245364_at";"464";"0.928";"1.0382";"0.1932";"1.0348";"0.8756"
"245365_at";"465";"1.1966";"1.0543";"0.9674";"0.6859";"0.0564"
"245366_at";"466";"0.9526";"1.2442";"0.3277";"1.3466";"0.5792"
"245367_at";"467";"0.9858";"1.3064";"0.4236";"1.3207";"0.5435"
"245368_at";"468";"0.9616";"1.0807";"0.218";"1.0461";"0.9003"
"245369_at";"469";"1";"1.0698";"0.5847";"1.0746";"0.627"
"245370_at";"470";"1";"1.0698";"0.5847";"1.0746";"0.627"
"245371_at";"471";"0.9967";"1.3237";"0.4718";"0.9122";"0.6641"
"245372_at";"472";"0.9401";"1.1193";"0.24";"0.9995";"0.7946"
"245373_s_at";"473";"1.0966";"1.0651";"0.9295";"0.9238";"0.1565"
"245374_at";"474";"1.0284";"1.3244";"0.4755";"1.2674";"0.4098"
"245375_at";"475";"1";"1.0698";"0.5847";"1.0746";"0.627"
"245376_at";"476";"1";"1.0698";"0.5847";"1.0746";"0.627"
"245377_at";"477";"1";"1.0698";"0.5847";"1.0746";"0.627"
"245378_at";"478";"1";"1.0698";"0.5847";"1.0746";"0.627"
"245379_at";"479";"0.9171";"0.9856";"0.1693";"1.0385";"0.8812"
"245380_at";"480";"0.9005";"1.0884";"0.2217";"1.4024";"0.6251"
"245381_at";"481";"1";"1.0698";"0.5847";"1.0746";"0.627"
"245382_at";"482";"0.9753";"1.2496";"0.3339";"0.9859";"0.7591"
"245383_at";"483";"1.0598";"1.0362";"0.8508";"1.0819";"0.2586"
"245384_at";"484";"1.0297";"1.0147";"0.8169";"1.1818";"0.3233"
"245385_at";"485";"0.9286";"1.0735";"0.214";"0.9965";"0.7864"
"245386_at";"486";"0.4768";"0.0807";"0.0005";"1.006";"0.9998"
"245387_at";"487";"1.1013";"1.0654";"0.9302";"0.892";"0.1386"
"245388_at";"488";"1.029";"0.9736";"0.709";"1.2386";"0.378"
"245389_at";"489";"1.0013";"0.9778";"0.6956";"1.2883";"0.4771"
"245390_at";"490";"1.0785";"1.0638";"0.9067";"0.9776";"0.1871"
"245391_at";"491";"0.9223";"1.0582";"0.2039";"1.0094";"0.8222"
"245392_at";"492";"1.3656";"1.0378";"0.9852";"0.4818";"0.0176"
"245393_at";"493";"1.7086";"1.0094";"0.9996";"0.1539";"0.0017"
"245394_at";"494";"1.2042";"1.0505";"0.9733";"0.6802";"0.0551"
"245395_at";"495";"1.0722";"0.89";"0.6145";"1.2085";"0.3497"
"245396_at";"496";"0.9287";"1.0637";"0.206";"0.993";"0.7798"
"245397_at";"497";"0.7526";"0.5491";"0.0314";"1.0545";"0.9252"
"245398_at";"498";"1.065";"0.9387";"0.655";"1.0635";"0.2453"
"245399_at";"499";"0.4885";"0.0858";"0.0006";"1.0056";"0.9999"
"245400_at";"500";"1.0023";"1.3124";"0.4566";"1.2983";"0.5107"
"245401_at";"501";"0.5945";"0.2106";"0.0032";"1.0149";"0.9987"
"245402_at";"502";"1.0007";"0.9743";"0.7031";"1.289";"0.4869"
"245403_at";"503";"1";"1.0698";"0.5847";"1.0746";"0.627"
"245404_at";"504";"1.2562";"1.0484";"0.9765";"0.5936";"0.0346"
"245405_at";"505";"0.8431";"0.7131";"0.0642";"1.0499";"0.9746"
"245406_at";"506";"0.8713";"0.9097";"0.1337";"1.0163";"0.8413"
"245407_at";"507";"0.9371";"1.1128";"0.2353";"1.0035";"0.806"
"245408_at";"508";"1.3647";"1.0554";"0.8831";"0.5593";"0.0268"
"245409_at";"509";"1";"1.0698";"0.5847";"1.0746";"0.627"
"245410_at";"510";"0.9826";"1.2845";"0.3735";"0.9867";"0.7627"
"245411_at";"511";"0.8874";"0.8412";"0.103";"1.0561";"0.9555"
"245412_at";"512";"0.7393";"0.4682";"0.0193";"1.0319";"0.9918"
"245413_at";"513";"1.2432";"1.0435";"0.98";"0.6149";"0.0397"
"245414_at";"514";"1.0691";"0.998";"0.7883";"1.0745";"0.2515"
"245415_at";"515";"0.9794";"1.2932";"0.3897";"1.3164";"0.54"
"245416_at";"516";"0.8389";"0.7626";"0.0779";"1.0509";"0.9123"
"245417_at";"517";"0.9605";"1.1476";"0.2587";"1.0246";"0.8579"
"245418_at";"518";"0.8177";"0.6464";"0.0483";"1.051";"0.9721"
"245419_at";"519";"1";"1.0698";"0.5847";"1.0746";"0.627"
"245420_at";"520";"1";"1.0698";"0.5847";"1.0746";"0.627"
"245421_at";"521";"1.1473";"1.0595";"0.9555";"0.805";"0.0965"
"245422_at";"522";"3.2863";"1.0019";"1";"0.0296";"0.0001"
"245423_at";"523";"0.8993";"1.0015";"0.1765";"1.0132";"0.8312"
"245424_at";"524";"1";"1.0698";"0.5847";"1.0746";"0.627"
"245425_at";"525";"1.0847";"1.0649";"0.9163";"0.9544";"0.1733"
"245426_at";"526";"0.7927";"0.5852";"0.0372";"1.0453";"0.9817"
"245427_at";"527";"1.1231";"1.0581";"0.8895";"0.8964";"0.1423"
"245428_at";"528";"1.156";"1.0222";"0.8291";"0.8831";"0.133"
"245429_at";"529";"0.9579";"1.1351";"0.2496";"1.0229";"0.8541"
"245430_at";"530";"0.9323";"1.0442";"0.1973";"1.0331";"0.8726"
"245431_at";"531";"1.0713";"0.942";"0.6578";"1.0384";"0.2268"
"245432_at";"532";"1.0085";"0.9742";"0.7172";"1.2855";"0.4381"
"245433_at";"533";"0.9031";"0.8884";"0.122";"1.0575";"0.9479"
"245434_at";"534";"0.8647";"0.8439";"0.104";"1.0487";"0.9076"
"245435_at";"535";"1";"1.0698";"0.5847";"1.0746";"0.627"
"245436_at";"536";"1.0024";"0.9736";"0.7089";"1.2883";"0.4778"
"245437_at";"537";"1.0083";"1.3693";"0.5445";"1.3065";"0.5226"
"245438_at";"538";"1.1543";"1.3443";"0.5023";"0.7326";"0.0708"
"245439_at";"539";"1";"1.0698";"0.5847";"1.0746";"0.627"
"245440_at";"540";"1";"1.0698";"0.5847";"1.0746";"0.627"
"245441_at";"541";"1";"1.0698";"0.5847";"1.0746";"0.627"
"245442_at";"542";"0.9728";"1.3067";"0.4206";"1.3824";"0.6116"
"245443_at";"543";"1";"1.0698";"0.5847";"1.0746";"0.627"
"245444_at";"544";"1";"1.0698";"0.5847";"1.0746";"0.627"
"245445_at";"545";"1";"1.0698";"0.5847";"1.0746";"0.627"
"245446_at";"546";"1.0782";"0.9774";"0.6969";"1.0423";"0.2302"
"245447_at";"547";"1";"1.0698";"0.5847";"1.0746";"0.627"
"245448_at";"548";"1";"1.0698";"0.5847";"1.0746";"0.627"
"245449_at";"549";"1";"1.0698";"0.5847";"1.0746";"0.627"
"245450_at";"550";"1";"1.0698";"0.5847";"1.0746";"0.627"
"245451_at";"551";"1";"1.0698";"0.5847";"1.0746";"0.627"
"245452_at";"552";"1";"1.0698";"0.5847";"1.0746";"0.627"
"245453_at";"553";"1";"1.0698";"0.5847";"1.0746";"0.627"
"245454_at";"554";"0.6412";"0.2718";"0.0055";"1.0159";"0.9984"
"245455_at";"555";"1";"1.0698";"0.5847";"1.0746";"0.627"
"245456_at";"556";"0.999";"1.3091";"0.4423";"0.9856";"0.7402"
"245457_s_at";"557";"1";"1.0698";"0.5847";"1.0746";"0.627"
"245458_at";"558";"0.9259";"1.181";"0.2765";"1.3956";"0.621"
"245459_at";"559";"1.2835";"1.0383";"0.9851";"0.5637";"0.0272"
"245460_at";"560";"0.5944";"0.2108";"0.0033";"1.0182";"0.9978"
"245461_at";"561";"0.9965";"1.3519";"0.5202";"1.3665";"0.6011"
"245462_at";"562";"1.0001";"0.976";"0.6988";"1.2873";"0.4933"
"245463_at";"563";"0.7318";"0.5084";"0.0252";"1.0564";"0.9374"
"245464_at";"564";"1.0508";"1.0593";"0.8922";"1.0447";"0.2328"
"245465_at";"565";"1.0058";"0.9742";"0.7176";"1.29";"0.4639"
"245466_at";"566";"1";"1.0698";"0.5847";"1.0746";"0.627"
"245467_at";"567";"0.9791";"1.223";"0.3076";"1.0104";"0.8245"
"245468_at";"568";"1";"1.0698";"0.5847";"1.0746";"0.627"
"245469_at";"569";"1";"1.0698";"0.5847";"1.0746";"0.627"
"245470_at";"570";"1";"1.0698";"0.5847";"1.0746";"0.627"
"245471_at";"571";"1";"1.0698";"0.5847";"1.0746";"0.627"
"245472_at";"572";"0.9411";"1.1491";"0.2594";"1.0038";"0.8067"
"245473_at";"573";"1";"1.0698";"0.5847";"1.0746";"0.627"
"245474_at";"574";"1.0803";"1.0476";"0.868";"1.0414";"0.2293"
"245475_at";"575";"1";"1.0698";"0.5847";"1.0746";"0.627"
"245476_at";"576";"1";"1.0698";"0.5847";"1.0746";"0.627"
"245477_at";"577";"0.7449";"0.4947";"0.0232";"1.0444";"0.9825"
"245478_at";"578";"1.1479";"1.0194";"0.8244";"0.8713";"0.1267"
"245479_at";"579";"1.2928";"1.0387";"0.9848";"0.5476";"0.0255"
"245480_at";"580";"0.9956";"1.3068";"0.4259";"0.985";"0.75"
"245481_at";"581";"1.1208";"1.017";"0.8209";"0.9429";"0.167"
"245482_at";"582";"1.1819";"1.0336";"0.8464";"0.7926";"0.0916"
"245483_at";"583";"1.0132";"1.3396";"0.4954";"1.2865";"0.4939"
"245484_at";"584";"1.2873";"1.0332";"0.9887";"0.5687";"0.0291"
"245485_at";"585";"1.0061";"0.9735";"0.7098";"1.2915";"0.4512"
"245486_x_at";"586";"1.1168";"1.0563";"0.8853";"0.9135";"0.1497"
"245487_at";"587";"1.0407";"0.975";"0.7021";"1.1397";"0.2951"
"245488_at";"588";"1.0007";"0.978";"0.6961";"1.288";"0.4776"
"245489_at";"589";"0.9711";"1.254";"0.338";"0.9925";"0.7777"
"245490_at";"590";"1";"1.0698";"0.5847";"1.0746";"0.627"
"245491_at";"591";"1";"1.0698";"0.5847";"1.0746";"0.627"
"245492_at";"592";"0.7493";"0.4825";"0.0215";"1.0297";"0.9932"
"245493_at";"593";"0.9232";"1.1391";"0.2538";"1.325";"0.5505"
"245494_at";"594";"0.4916";"0.0922";"0.0007";"1.0073";"0.9998"
"245495_at";"595";"0.9374";"1.1073";"0.2317";"0.9997";"0.7975"
"245496_at";"596";"1.0714";"1.3109";"0.4554";"1.0855";"0.2603"
"245497_at";"597";"0.9853";"1.2444";"0.3276";"1.0099";"0.8237"
"245498_at";"598";"0.9922";"1.2989";"0.4003";"1.2899";"0.4888"
"245499_at";"599";"1.0652";"0.9793";"0.7417";"1.0804";"0.2576"
"245500_at";"600";"1";"1.0698";"0.5847";"1.0746";"0.627"
"245501_at";"601";"1.9847";"1.0062";"0.9999";"0.0907";"0.0006"
"245502_at";"602";"1.1631";"1.0579";"0.9592";"0.7584";"0.08"
"245503_at";"603";"1";"1.0698";"0.5847";"1.0746";"0.627"
"245504_at";"604";"0.9676";"1.1121";"0.2357";"1.0421";"0.8879"
"245505_at";"605";"1.2158";"1.0379";"0.8533";"0.7706";"0.0837"
"245506_at";"606";"1";"1.0698";"0.5847";"1.0746";"0.627"
"245507_at";"607";"1";"1.0698";"0.5847";"1.0746";"0.627"
"245508_at";"608";"1";"1.0698";"0.5847";"1.0746";"0.627"
"245509_at";"609";"1";"1.0698";"0.5847";"1.0746";"0.627"
"245510_at";"610";"0.9778";"1.2201";"0.3049";"1.0152";"0.8367"
"245511_at";"611";"1";"1.0698";"0.5847";"1.0746";"0.627"
"245512_at";"612";"1.0846";"1.0653";"0.9224";"0.9524";"0.1722"
"245513_at";"613";"0.8943";"0.9885";"0.1707";"1.315";"0.5376"
"245514_at";"614";"1";"1.0698";"0.5847";"1.0746";"0.627"
"245515_at";"615";"1";"1.0698";"0.5847";"1.0746";"0.627"
"245516_at";"616";"1.064";"1.0589";"0.8912";"0.9924";"0.196"
"245517_at";"617";"1.6399";"1.0154";"0.9984";"0.2208";"0.0033"
"245518_at";"618";"1.0348";"1.0204";"0.8258";"1.1528";"0.3035"
"245519_at";"619";"1";"1.0698";"0.5847";"1.0746";"0.627"
"245520_at";"620";"1";"1.0698";"0.5847";"1.0746";"0.627"
"245521_at";"621";"1.0601";"0.9822";"0.7488";"1.08";"0.2553"
"245522_at";"622";"0.9306";"1.0385";"0.1937";"1.0339";"0.8738"
"245523_at";"623";"0.8764";"0.883";"0.1199";"0.9755";"0.7197"
"245524_at";"624";"0.9886";"1.2929";"0.3873";"0.9857";"0.7449"
"245525_at";"625";"1.0202";"0.9743";"0.7181";"1.2421";"0.3814"
"245526_at";"626";"1.1487";"0.8994";"0.6222";"0.9614";"0.179"
"245527_at";"627";"1.0002";"0.9754";"0.6999";"1.2889";"0.4917"
"245528_at";"628";"1.3353";"1.0357";"0.9872";"0.5126";"0.0209"
"245529_at";"629";"0.8945";"0.9376";"0.1442";"0.9858";"0.739"
"245530_at";"630";"1.0245";"0.9792";"0.7417";"1.2433";"0.3824"
"245531_at";"631";"1";"1.0698";"0.5847";"1.0746";"0.627"
"245532_at";"632";"0.808";"0.6225";"0.0424";"1.0419";"0.9849"
"245533_at";"633";"0.7437";"0.4982";"0.024";"1.0472";"0.978"
"245534_at";"634";"1";"1.0698";"0.5847";"1.0746";"0.627"
"245535_at";"635";"0.9459";"1.1301";"0.2457";"0.9791";"0.7236"
"245536_at";"636";"1.0342";"1.0161";"0.819";"1.1446";"0.2991"
"245537_at";"637";"1";"1.0698";"0.5847";"1.0746";"0.627"
"245538_at";"638";"1";"1.0698";"0.5847";"1.0746";"0.627"
"245539_at";"639";"1";"1.0698";"0.5847";"1.0746";"0.627"
"245540_at";"640";"0.6957";"0.3775";"0.012";"1.0246";"0.9956"
"245541_at";"641";"1.0047";"0.9906";"0.7712";"1.2688";"0.4113"
"245542_at";"642";"1";"1.0698";"0.5847";"1.0746";"0.627"
"245543_at";"643";"1";"1.0698";"0.5847";"1.0746";"0.627"
"245544_at";"644";"0.8965";"1.0638";"0.2061";"1.3552";"0.5905"
"245545_at";"645";"1";"1.0698";"0.5847";"1.0746";"0.627"
"245546_at";"646";"0.3866";"0.0459";"0.0001";"1.0038";"0.9999"
"245547_at";"647";"1.0534";"1.0338";"0.8472";"1.0803";"0.2576"
"245548_at";"648";"1";"1.0698";"0.5847";"1.0746";"0.627"
"245549_at";"649";"1";"1.0698";"0.5847";"1.0746";"0.627"
"245550_at";"650";"0.882";"0.9465";"0.1487";"1.0153";"0.8379"
"245551_at";"651";"1";"1.0698";"0.5847";"1.0746";"0.627"
"245552_at";"652";"1";"1.0698";"0.5847";"1.0746";"0.627"
"245553_at";"653";"1";"1.0698";"0.5847";"1.0746";"0.627"
"245554_at";"654";"1.0045";"1.0206";"0.8268";"1.2125";"0.3522"
"245555_at";"655";"0.4559";"0.0745";"0.0004";"1.0044";"0.9999"
"245556_at";"656";"1.1129";"1.0523";"0.8769";"0.8911";"0.1382"
"245557_at";"657";"1.2408";"1.0514";"0.971";"0.6329";"0.0435"
"245558_at";"658";"1";"1.0698";"0.5847";"1.0746";"0.627"
"245559_at";"659";"1";"1.0698";"0.5847";"1.0746";"0.627"
"245560_at";"660";"1";"1.0698";"0.5847";"1.0746";"0.627"
"245561_at";"661";"1.0584";"1.0331";"0.8458";"1.1108";"0.2761"
"245562_at";"662";"0.7949";"0.6042";"0.0397";"1.0494";"0.975"
"245563_at";"663";"1.0104";"1.0282";"0.8389";"1.1908";"0.3327"
"245564_at";"664";"1";"1.0698";"0.5847";"1.0746";"0.627"
"245565_at";"665";"1.0443";"0.9795";"0.7425";"1.1428";"0.2982"
"245566_at";"666";"1";"1.0698";"0.5847";"1.0746";"0.627"
"245567_at";"667";"1.3631";"1.0519";"0.9706";"0.4874";"0.0181"
"245568_at";"668";"1.0559";"1.0355";"0.8498";"1.0795";"0.2551"
"245569_at";"669";"0.9713";"1.2024";"0.2904";"1.0211";"0.851"
"245570_at";"670";"1";"1.0698";"0.5847";"1.0746";"0.627"
"245571_at";"671";"0.9579";"1.2156";"0.3011";"0.9985";"0.792"
"245572_at";"672";"0.9256";"0.9602";"0.1547";"1.0535";"0.9205"
"245573_at";"673";"0.7804";"0.6782";"0.055";"1.0233";"0.8554"
"245574_at";"674";"0.6055";"0.2162";"0.0035";"1.014";"0.9989"
"245575_at";"675";"0.6165";"0.2391";"0.0044";"1.0197";"0.9974"
"245576_at";"676";"0.9668";"1.2721";"0.3545";"1.2965";"0.5095"
"245577_at";"677";"1.0203";"0.9793";"0.7419";"1.2745";"0.4203"
"245578_at";"678";"1";"1.0698";"0.5847";"1.0746";"0.627"
"245579_at";"679";"0.9932";"1.3084";"0.4131";"0.9857";"0.7439"
"245580_at";"680";"1.0066";"0.8879";"0.6129";"1.2883";"0.4798"
"245581_at";"681";"0.9397";"1.0709";"0.2123";"1.0302";"0.867"
"245582_at";"682";"1";"1.0698";"0.5847";"1.0746";"0.627"
"245583_at";"683";"0.9485";"1.1053";"0.2305";"1.0305";"0.8677"
"245584_at";"684";"0.8558";"0.8123";"0.0921";"1.0524";"0.9176"
"245585_at";"685";"1";"1.0698";"0.5847";"1.0746";"0.627"
"245586_at";"686";"1";"1.0698";"0.5847";"1.0746";"0.627"
"245587_at";"687";"1.1145";"1.0564";"0.8851";"0.922";"0.156"
"245588_at";"688";"0.6277";"0.2667";"0.0052";"1.0249";"0.9955"
"245589_at";"689";"1";"1.0698";"0.5847";"1.0746";"0.627"
"245590_at";"690";"1";"1.0698";"0.5847";"1.0746";"0.627"
"245591_at";"691";"1";"1.0698";"0.5847";"1.0746";"0.627"
"245592_at";"692";"1.1452";"1.0614";"0.9473";"0.8292";"0.1075"
"245593_at";"693";"0.9883";"1.2503";"0.3353";"1.0049";"0.8102"
"245594_at";"694";"1.0918";"1.065";"0.9148";"0.9018";"0.1453"
"245595_at";"695";"1";"1.0698";"0.5847";"1.0746";"0.627"
"245596_at";"696";"1";"1.0698";"0.5847";"1.0746";"0.627"
"245597_at";"697";"0.9744";"1.3068";"0.4253";"1.3841";"0.613"
"245598_at";"698";"0.9534";"1.1319";"0.2474";"1.0306";"0.8675"
"245599_at";"699";"1";"1.0698";"0.5847";"1.0746";"0.627"
"245600_at";"700";"1.1638";"1.0552";"0.9656";"0.7688";"0.0831"
"245601_at";"701";"0.9488";"1.1652";"0.268";"1.002";"0.8034"
"245602_at";"702";"0.8257";"0.6628";"0.0524";"1.047";"0.9782"
"245603_at";"703";"0.9049";"0.9603";"0.1546";"1.0344";"0.875"
"245604_at";"704";"1";"1.0698";"0.5847";"1.0746";"0.627"
"245605_at";"705";"1.0605";"0.9756";"0.6918";"1.1055";"0.2728"
"245606_at";"706";"1";"1.3068";"0.4185";"1.2796";"0.4276"
"245607_at";"707";"1.0378";"1.02";"0.8252";"1.1365";"0.2933"
"245608_at";"708";"0.8433";"0.7227";"0.0668";"1.055";"0.9586"
"245609_at";"709";"1";"1.0698";"0.5847";"1.0746";"0.627"
"245610_at";"710";"0.9825";"1.2323";"0.3163";"1.0093";"0.8211"
"245611_at";"711";"1";"1.0698";"0.5847";"1.0746";"0.627"
"245612_at";"712";"0.9375";"1.1508";"0.2606";"1.3245";"0.5476"
"245613_at";"713";"0.9942";"1.2712";"0.357";"0.9998";"0.7975"
"245614_at";"714";"1";"1.0698";"0.5847";"1.0746";"0.627"
"245615_at";"715";"0.9992";"1.3075";"0.4391";"0.9844";"0.7301"
"245616_at";"716";"0.4255";"0.057";"0.0002";"1.0037";"0.9999"
"245617_at";"717";"0.9884";"1.2516";"0.3366";"1.0079";"0.8181"
"245618_at";"718";"1.1331";"0.9822";"0.75";"0.8484";"0.1164"
"245619_at";"719";"1";"1.0698";"0.5847";"1.0746";"0.627"
